Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
1332	-27.25325	-51.29655	24.04329	0.0360769	0.0314296	0.00113736	0.0716791	0.040513	0.0130787	0.0213276	0.00153374	0.109944	0.0261154	0.0555319	0.18526	0.027919	0.057573	0.00369848	0.0136671	0.136917	0.12553	0.0414796	0.0412267	0.0272553	0.0436448	0.0703834	0.686414	0.832344	0.944356	1.05892	1.20143	1.45685	0.2720718	0.0304982	0.0265695	0.000961481	0.060595	0.0342483	0.0110562	0.0180296	0.00129657	0.0929426	0.022077	0.0469447	0.156612	0.0236018	0.0486702	0.00312656	0.0115537	0.115744	0.106118	0.0350654	0.0348516	0.0230407	0.0368958	0.0594996	0.695982	0.304018	0.6959815	1.182921
1368	-34.2235	-57.9646	23.7411	0.0817754	0.0206392	0.0492656	0.0123638	0.0355864	0.0159171	0.0144875	0.0484667	0.105063	0.286047	0.130326	0.159068	0.0344842	0.0301675	0.0154841	0.0031133	0.0321557	0.0337534	0.0636279	0.105646	0.0107738	0.0706563	0.0111685	0.61894	0.791382	0.929605	1.07573	1.26361	1.61567	0.3468905	0.0596885	0.0150647	0.0359593	0.00902442	0.0259748	0.011618	0.0105746	0.0353762	0.0766864	0.208788	0.0951259	0.116105	0.0251703	0.0220194	0.011302	0.00227242	0.0234707	0.0246369	0.0464425	0.077112	0.00786388	0.0515726	0.00815196	0.883968	0.116032	0.8839678	1.370037
1404	-27.29889	-50.74216	23.44327	0.00197307	0.0362647	0.0174424	0.010001	0.0206342	0.00637177	0.00956947	0.00411961	0.0134054	0.0173929	0.0551957	0.0658984	0.0539953	0.18525	0.0373088	0.104082	0.00980197	0.053753	0.0146488	0.035642	0.0356877	0.00585407	0.0106716	0.179219	0.432387	0.769838	1.29898	2.31274	5.57978	1.243063	0.00245113	0.0450513	0.0216685	0.0124242	0.0256337	0.0079156	0.0118881	0.00511776	0.0166535	0.0216071	0.0685692	0.081865	0.0670779	0.230134	0.0463484	0.129301	0.0121769	0.0667769	0.0181981	0.0442777	0.0443346	0.00727246	0.0132572	0.641618	0.358382	0.641618	0.8049641
1440	-31.22802	-54.69295	23.46492	0.015695	0.00508757	0.0152922	0.0192871	0.0155142	0.00897629	0.00597215	0.00954696	0.00381223	0.000172928	0.0162082	0.0240703	0.0230944	0.00287293	0.0117179	0.000629892	0.0229263	0.00495427	0.00336052	0.014034	0.0294607	0.0304908	0.0138571	0.1799	0.433188	0.770282	1.29823	2.30847	5.55865	1.24032	0.0528391	0.0171279	0.051483	0.0649323	0.0522302	0.0302197	0.020106	0.032141	0.0128343	0.000582183	0.0545668	0.0810354	0.07775	0.00967206	0.0394496	0.00212061	0.0771842	0.0166791	0.0113136	0.047247	0.0991831	0.102651	0.0466516	0.444528	0.555472	0.4445282	0.2970339
1476	-35.09733	-57.24296	22.14562	0.0432343	0.0617892	0.00699682	0.0079065	0.0643751	0.00783842	0.0153224	0.00146555	0.0534725	0.00251278	0.0341195	0.0541672	0.168506	0.0601445	0.079664	0.0377633	0.0641708	0.0312304	0.0250787	0.0353321	0.0282571	0.082289	0.0508611	0.038721	0.204804	0.609748	1.64002	4.88272	25.8258	2.350967	0.0425326	0.0607864	0.00688327	0.00777818	0.0633304	0.00771122	0.0150738	0.00144177	0.0526047	0.002472	0.0335658	0.0532881	0.165771	0.0591684	0.0783711	0.0371504	0.0631294	0.0307235	0.0246717	0.0347587	0.0277985	0.0809535	0.0500357	0.954067	0.0459331	0.9540669	1.016497
1512	-40.37553	-59.13607	18.76054	0.184998	0.0423947	0.404334	0.263244	0.041166	0.0301401	0.0976629	0.0558294	0.172574	0.145577	0.15122	0.0517125	0.404326	0.0292157	0.0457426	0.454194	0.400749	0.46604	0.0213175	0.138612	0.0271639	0.331923	0.219826	0.320368	0.57399	0.840974	1.1891	1.74219	3.12141	0.8230576	0.0442584	0.0101424	0.0967316	0.0629775	0.00984842	0.00721061	0.0233645	0.0133564	0.0412859	0.0348272	0.0361774	0.0123715	0.0967295	0.00698945	0.0109433	0.10866	0.0958737	0.111494	0.00509993	0.0331612	0.00649859	0.0794082	0.0525904	0.966617	0.0333835	0.9666165	4.179963
1548	-30.81863	-53.79805	22.97942	0.0588447	0.0367537	0.0457469	0.118768	0.0126774	0.0263148	0.184847	0.0838788	0.029632	0.00792643	0.0350932	0.281211	0.121883	0.00886345	0.0020194	0.108043	0.194946	0.029671	0.0905826	0.011355	0.143038	0.0190287	0.214126	0.554261	0.74991	0.914124	1.09394	1.33349	1.8042	0.4266969	0.0315479	0.0197044	0.0245259	0.0636739	0.00679661	0.0141079	0.0991005	0.0449692	0.0158864	0.00424953	0.0188142	0.150763	0.0653443	0.00475188	0.00108264	0.0579244	0.104514	0.0159073	0.0485632	0.00608766	0.0766857	0.0102017	0.114797	0.617694	0.382306	0.6176939	1.86525
1584	-36.23473	-59.93813	23.7034	0.0237001	0.0121652	0.0159598	0.00978677	0.000518469	0.0257627	0.0133016	0.0144473	0.0105599	0.0117338	0.0159215	0.0856986	0.0877209	0.0252401	0.0347622	0.0459829	0.0399355	0.0646016	0.00823873	0.00248222	0.0386651	0.0152886	0.0712487	0.22849	0.486764	0.79882	1.25185	2.05439	4.37656	1.067439	0.0351778	0.0180567	0.0236891	0.0145264	0.00076956	0.0382394	0.0197434	0.0214439	0.015674	0.0174164	0.0236321	0.127202	0.130203	0.0374637	0.0515972	0.068252	0.059276	0.0958876	0.0122287	0.00368434	0.0573902	0.0226927	0.105754	0.901988	0.0980118	0.9019882	0.6737223
1620	-31.24648	-54.82086	23.57438	0.0435166	0.176239	0.0136671	0.00942311	0.0299976	0.00895393	0.0264221	0.0265009	0.0148093	0.080443	0.0315012	0.0551625	0.0847411	0.0894592	0.0150933	0.0877812	0.0208216	0.0319039	0.156208	0.017861	0.00749561	0.00807015	0.0325072	0.301057	0.556847	0.833056	1.2004	1.79583	3.32163	0.8680115	0.0407238	0.164929	0.01279	0.00881836	0.0280725	0.00837929	0.0247264	0.0248001	0.0138588	0.0752804	0.0294796	0.0516223	0.0793026	0.0837179	0.0141247	0.0821477	0.0194853	0.0298564	0.146183	0.0167148	0.00701456	0.00755223	0.0304209	0.471021	0.528979	0.4710208	1.068578
1656	-30.14841	-53.35916	23.21074	0.0370673	0.00950098	0.00301133	0.00710864	0.0661388	0.0143746	0.00161187	0.0775648	0.00385681	0.0113556	0.0365756	0.121282	0.0662895	0.134574	0.038194	0.0287778	0.00771411	0.0495182	0.0368871	0.00564011	0.0922658	0.0046445	0.0201282	0.140369	0.383814	0.741743	1.34818	2.60543	7.1241	1.419734	0.0424071	0.0108697	0.00344513	0.0081327	0.0756666	0.0164453	0.00184408	0.0887387	0.00441242	0.0129915	0.0418446	0.138754	0.0758391	0.15396	0.0436962	0.0329235	0.00882539	0.0566517	0.042201	0.00645262	0.105557	0.00531357	0.0230278	0.861208	0.138792	0.8612076	0.8740814
1692	-32.91307	-56.32686	23.41379	0.121751	0.079765	0.0159156	0.0815339	0.195607	0.0218041	0.0744338	0.0327622	0.0223796	0.0836618	0.0564155	0.0701875	0.0868501	0.0721753	0.138293	0.0627154	0.0624437	0.016811	0.0334179	0.0636428	0.0258436	0.00453629	0.0378892	0.46301	0.686922	0.889443	1.1243	1.45577	2.15978	0.5567686	0.0833432	0.0546023	0.0108949	0.0558132	0.133901	0.0149258	0.0509529	0.022427	0.0153197	0.0572699	0.0386187	0.0480461	0.0594524	0.0494069	0.094667	0.0429312	0.0427452	0.0115078	0.0228759	0.0435661	0.017691	0.00310527	0.0259367	0.598626	0.401374	0.5986261	1.460835
1728	-37.03881	-59.87038	22.83157	0.101636	0.269269	0.018869	0.046956	0.0363484	0.0810345	0.0437044	0.120533	0.041668	0.0939821	0.341495	0.157973	0.0336429	0.0304221	0.00568611	0.023285	0.0316769	0.171998	0.0870505	0.0294509	0.0179655	0.0943913	0.0472417	0.511547	0.721145	0.903037	1.10737	1.38668	1.95485	0.484684	0.0527628	0.139787	0.00979559	0.0243765	0.0188697	0.0420679	0.0226885	0.0625728	0.0216313	0.0487894	0.177282	0.0820095	0.0174652	0.0157932	0.00295186	0.0120881	0.0164446	0.0892904	0.045191	0.015289	0.00932652	0.0490019	0.0245248	0.280111	0.719889	0.2801114	1.926279
1764	-34.24292	-57.85053	23.60761	0.145015	0.192481	0.0157367	0.0205113	0.137609	0.0343152	0.0188711	0.0199238	0.0522575	0.180548	0.0386035	0.0104152	0.0112978	0.0447144	0.00161548	0.0111617	0.0556907	0.238638	0.132939	0.00904046	0.0612685	0.0647013	0.180061	0.910202	0.95515	0.985786	1.01442	1.04696	1.09866	0.06803232	0.0864515	0.114749	0.00938149	0.0122279	0.0820365	0.0204572	0.0112501	0.0118777	0.0311536	0.107634	0.0230137	0.0062091	0.00673525	0.0266567	0.000963077	0.00665413	0.0332003	0.142265	0.0792525	0.00538952	0.0365255	0.038572	0.107344	0.878386	0.121614	0.8783863	1.677416
1800	-34.13814	-57.74779	23.60965	0.0590479	0.0421704	0.00100638	0.104591	0.035003	0.0303243	0.0541664	0.0544503	0.0194326	0.198121	0.0586112	0.0165021	0.153563	0.0863695	0.00963849	0.204824	0.0242411	0.0894596	0.0723578	0.0262683	0.0904194	0.0672243	0.0890325	0.767158	0.878735	0.960472	1.04115	1.138	1.30351	0.1916582	0.0372113	0.0265753	0.000634213	0.0659124	0.0220585	0.01911	0.0341351	0.034314	0.0122462	0.124854	0.0369362	0.0103995	0.0967737	0.0544292	0.00607408	0.129078	0.0152765	0.0563765	0.0455991	0.016554	0.0569813	0.042364	0.0561073	0.534973	0.465027	0.5349731	1.586825
1836	-35.18169	-59.07446	23.89277	0.0224926	0.00198115	0.0019639	0.0366974	0.0790227	0.0372084	0.0234954	0.0129963	0.0544301	0.047451	0.0116217	0.295753	0.0402672	0.110988	0.0794215	0.0689494	0.0582759	0.0240271	0.116003	0.0224365	0.0400986	0.0705256	0.180416	0.859315	0.928722	0.977194	1.02334	1.07675	1.16372	0.1096318	0.0156577	0.00137913	0.00136712	0.025546	0.0550097	0.0259017	0.0163557	0.00904704	0.0378902	0.0330318	0.00809015	0.205881	0.028031	0.0772616	0.0552874	0.0479975	0.0405673	0.0167259	0.0807527	0.0156186	0.0279137	0.0490947	0.125592	0.864356	0.135644	0.8643557	1.436522
1872	-33.26598	-56.09658	22.8306	0.0190715	0.0041426	0.00142011	0.0105829	0.0335394	0.0205935	0.00548334	0.0328831	0.0184764	0.0327359	0.000844051	0.0361523	0.0651275	0.0204324	0.0100409	0.0843949	0.0255824	0.0227116	0.0425297	0.0145257	0.0596456	0.00829465	0.0676087	0.0667028	0.267013	0.662352	1.50977	3.74514	14.9919	1.957715	0.029948	0.00650515	0.00223	0.0166183	0.0526671	0.0323381	0.00861051	0.0516365	0.0290136	0.0514054	0.00132542	0.0567701	0.10227	0.032085	0.0157673	0.132526	0.0401721	0.0356641	0.0667846	0.0228097	0.0936618	0.0130251	0.106166	0.348158	0.651842	0.3481584	0.6368192
1908	-39.06656	-61.51876	22.4522	0.0144708	0.0151753	0.0195585	0.0654596	0.0144377	0.0461451	0.00208059	0.000540225	0.0425575	0.0222679	0.0213121	0.116668	0.0519325	0.0167197	0.00622688	0.0178906	0.0412969	0.0178412	0.109275	0.000682466	0.0707655	0.019792	0.0318109	0.0437177	0.217293	0.621113	1.61001	4.60209	22.874	2.263207	0.0189184	0.0198394	0.0255698	0.0855785	0.0188752	0.0603278	0.00272006	0.000706262	0.0556375	0.0291119	0.0278623	0.152526	0.0678939	0.0218584	0.0081407	0.0233892	0.0539894	0.0233246	0.142861	0.000892221	0.0925152	0.0258751	0.0415879	0.678283	0.321717	0.6782834	0.7649071
1944	-34.27761	-58.58899	24.31138	0.02106	0.0130514	0.0578254	0.0999827	0.0248892	0.0195667	0.0687917	0.0347629	0.0175381	0.0354542	0.0536329	0.0872714	0.121468	0.00111591	0.0241535	0.0101533	0.00969367	0.0257286	0.038317	0.110163	0.00200365	0.00524534	0.036607	0.679066	0.827986	0.942811	1.06066	1.20775	1.47261	0.2798539	0.0229293	0.0142099	0.062958	0.108857	0.0270984	0.0213035	0.0748977	0.0378485	0.0190948	0.0386011	0.0583935	0.0950177	0.132249	0.00121496	0.0262974	0.0110546	0.0105541	0.0280123	0.0417181	0.119941	0.00218149	0.00571093	0.0398562	0.533887	0.466113	0.5338873	0.9184753
1980	-36.27855	-60.27708	23.99853	0.00299729	0.0511145	0.0092194	0.0081128	0.0211264	0.0380372	0.00690884	0.027754	0.0116077	0.00329455	1.57332e-05	0.0321955	0.00691451	0.00780585	0.00997032	0.0310795	0.0166293	0.0133811	0.0140873	0.00659198	0.00712734	0.0310396	0.0109452	0.340502	0.591307	0.848809	1.17812	1.69117	2.93684	0.7789878	0.00814579	0.138915	0.0250557	0.0220483	0.0574155	0.103374	0.0187763	0.0754274	0.0315464	0.00895365	4.27584e-05	0.0874982	0.0187917	0.0212141	0.0270965	0.0844654	0.0451937	0.0363659	0.0382854	0.0179151	0.0193701	0.084357	0.0297459	0.265718	0.734282	0.2657181	0.3679559
2016	-35.73036	-57.84896	22.1186	0.00678673	0.0462024	0.137943	0.114847	0.319786	0.073033	0.0308875	0.0626347	0.0397784	0.0457426	0.0251619	0.310119	0.122155	0.0783053	0.119131	0.0308861	0.0803038	0.0643228	0.0869917	0.0643283	0.0484682	0.0909905	0.219676	0.35224	0.601163	0.853197	1.17206	1.66344	2.83897	0.7544812	0.00305918	0.0208262	0.0621791	0.0517683	0.144146	0.0329203	0.0139228	0.0282332	0.0179305	0.0206189	0.011342	0.139789	0.0550623	0.0352968	0.0536994	0.0139222	0.0361977	0.0289941	0.0392123	0.0289965	0.0218475	0.0410148	0.0990209	0.928484	0.0715162	0.9284838	2.218482
2052	-32.35522	-55.7167	23.36148	0.00210006	0.00414122	0.00343641	0.0799503	0.0200613	0.00862736	0.00562082	0.00515546	0.022415	0.0250697	0.0476223	0.0751309	0.0175707	0.0409379	0.0778878	0.0113049	0.00391183	0.0203862	0.0184246	0.0377218	0.00627519	0.00712423	0.00936713	0.133898	0.375081	0.736436	1.35789	2.66609	7.46837	1.453858	0.00381661	0.00752617	0.00624526	0.1453	0.036459	0.0156792	0.0102152	0.00936942	0.0407365	0.0455612	0.0865478	0.136541	0.0319326	0.0743997	0.141552	0.0205452	0.00710927	0.0370494	0.0334844	0.0685547	0.0114044	0.0129474	0.0170236	0.926334	0.0736662	0.9263338	0.5502431
2088	-30.99824	-54.55362	23.55538	0.00797842	0.00331574	0.000979743	0.0370107	0.0549959	0.0221605	0.0333952	0.0383951	0.0187896	0.125933	0.0758431	0.151142	0.0782988	0.106337	0.190303	0.066306	0.0422514	0.0201197	0.0218596	0.112703	0.0466264	0.0280504	0.0510028	0.449439	0.677028	0.885426	1.1294	1.47704	2.225	0.5782787	0.00598174	0.00248594	0.000734552	0.0277484	0.0412326	0.0166146	0.0250377	0.0287864	0.0140873	0.0944169	0.0568626	0.113317	0.0587037	0.0797248	0.142678	0.0497122	0.0316776	0.0150846	0.016389	0.084498	0.0349576	0.0210305	0.0382388	0.740909	0.259091	0.7409094	1.333797
2124	-27.41599	-50.98615	23.57017	0.0308773	0.0295942	0.0137354	0.00618327	0.0169744	0.00520734	0.0193181	0.000861579	0.00669523	0.0166199	0.0335706	0.00696061	0.0532701	0.0203404	0.0220722	0.044118	0.0229343	0.00255081	0.0143579	0.0374046	0.0134139	0.00590537	0.000627283	0.180757	0.434193	0.770839	1.29729	2.30312	5.53229	1.236884	0.0728938	0.0698647	0.032426	0.0145972	0.0400724	0.0122933	0.0456054	0.00203398	0.0158058	0.0392355	0.0792522	0.0164323	0.125758	0.0480187	0.0521072	0.104152	0.0541423	0.00602184	0.0338955	0.0883033	0.0316671	0.0139412	0.00148086	0.883478	0.116522	0.8834782	0.4235929
2160	-39.5261	-61.19379	21.66769	0.0241365	0.0312401	0.00660824	0.000667279	0.00753927	0.037435	0.0727253	0.0303328	0.0295066	0.00667847	0.0222292	0.00900691	0.0382556	0.0146497	0.000938691	0.0649381	0.0187032	0.0155697	0.0255461	0.020956	0.0569561	0.0146817	0.0161888	0.0129222	0.119921	0.515979	1.93806	8.33885	77.3862	3.144488	0.0426825	0.0552444	0.0116859	0.00118	0.0133323	0.0661994	0.128606	0.0536399	0.0521789	0.0118101	0.0393097	0.0159276	0.0676503	0.0259063	0.00165996	0.114835	0.0330743	0.0275332	0.0451752	0.0370581	0.10072	0.0259628	0.028628	0.721171	0.278829	0.7211714	0.5654895
2196	-35.58731	-60.00239	24.41508	0.0340345	0.00780343	0.0308699	0.0177766	0.105652	0.037047	0.193634	0.0257345	0.0141139	0.0425428	0.0329375	0.0551546	0.0580072	0.0389938	0.00171233	0.00870041	0.0842323	0.100669	0.0588338	0.0243547	0.00557896	0.0318114	0.0721009	0.982683	0.991517	0.997346	1.00266	1.00856	1.01762	0.0126309	0.0314466	0.00721008	0.0285226	0.0164249	0.0976186	0.0342301	0.17891	0.0237777	0.0130407	0.039308	0.030433	0.0509608	0.0535965	0.0360288	0.00158213	0.00803885	0.0778274	0.0930145	0.0543602	0.0225028	0.00515475	0.0293926	0.0666185	0.619972	0.380028	0.6199725	1.082295
2232	-26.2842	-50.7382	24.454	0.0347309	0.00551262	0.0278573	0.0138731	0.0220857	0.0321821	0.0673723	0.0290834	0.0272396	0.118982	0.0707524	0.084312	0.107408	0.070138	0.0500481	0.0247337	0.098163	0.0158955	0.00344373	0.0496202	0.0106696	0.0282903	0.0265152	0.946008	0.973294	0.99159	1.00848	1.02744	1.05707	0.04013303	0.0340864	0.00541032	0.0273403	0.0136157	0.0216758	0.0315849	0.066122	0.0285437	0.0267341	0.116774	0.0694394	0.0827474	0.105414	0.0688364	0.0491193	0.0242747	0.0963413	0.0156005	0.00337982	0.0486994	0.0104716	0.0277653	0.0260232	0.568137	0.431863	0.5681368	1.018908
2268	-31.54806	-54.95044	23.40238	0.0696433	0.026859	0.018495	0.0667911	0.0990739	0.101027	0.0231439	0.0815927	0.00600712	0.0267092	0.0365102	0.146925	0.116449	0.0141432	0.0765931	0.0188515	0.0407162	0.0424107	0.224529	0.0585242	0.0211321	0.113426	0.00298446	0.433005	0.664839	0.880422	1.13582	1.50412	2.30944	0.6052136	0.0486153	0.0187492	0.0129106	0.0466244	0.0691598	0.0705233	0.0161559	0.0569568	0.00419334	0.0186447	0.0254864	0.102563	0.0812888	0.00987287	0.0534668	0.0131595	0.0284224	0.0296053	0.156735	0.0408536	0.0147515	0.0791781	0.00208334	0.88085	0.11915	0.8808502	1.432537
2304	-32.72725	-55.83527	23.10802	0.0298349	0.00769384	0.000395149	0.0059013	0.00539739	0.0188638	0.00773777	0.0291544	0.00542306	0.0361554	0.00805169	0.00872874	0.0388691	0.0174812	0.017885	0.0249952	0.0243782	0.00626421	0.0039736	0.0286458	0.000716448	0.0304011	0.000336042	0.100488	0.326084	0.704965	1.41851	3.0667	9.95142	1.661406	0.0835047	0.0215343	0.00110598	0.0165171	0.0151067	0.052798	0.0216572	0.0816003	0.0151786	0.101195	0.0225359	0.0244309	0.108791	0.0489282	0.0500582	0.069959	0.0682322	0.0175329	0.0111217	0.0801768	0.00200526	0.0850896	0.000940547	0.965364	0.0346357	0.9653643	0.3572835
2340	-33.30481	-55.43935	22.13455	0.0646238	0.0449331	0.00459956	0.028734	0.0469746	0.193931	0.0013342	0.119675	0.00166029	0.0687849	0.0240858	0.207292	0.351491	0.103816	0.0119103	0.0153616	0.049986	0.13967	0.00942224	0.12486	0.0205229	0.105555	0.123635	0.171458	0.423153	0.76467	1.30775	2.36321	5.83232	1.27507	0.0346906	0.0241205	0.00246908	0.0154247	0.0252164	0.104104	0.000716209	0.0642428	0.000891257	0.0369244	0.0129295	0.111276	0.188684	0.0557296	0.00639356	0.00824627	0.026833	0.074976	0.00505795	0.0670261	0.0110169	0.056663	0.0663683	0.862614	0.137386	0.8626137	1.862859
2376	-42.47293	-64.0429	21.56997	0.0432287	0.0149475	0.00867736	0.190345	0.038809	0.0699424	0.138971	0.0455499	0.139015	0.0195216	0.0745976	0.0384461	0.108677	0.113648	0.0857679	0.0194645	0.0481714	0.112417	0.174973	0.0485433	0.0255016	0.0624272	0.0372628	0.052445	0.237463	0.638554	1.56604	4.21118	19.0676	2.1316	0.0260586	0.00901045	0.00523078	0.114741	0.0233944	0.0421618	0.083773	0.0274578	0.0837993	0.0117678	0.044968	0.0231756	0.0655111	0.068508	0.0517015	0.0117334	0.0290381	0.0677657	0.105475	0.0292622	0.0153725	0.0376316	0.0224623	0.308225	0.691775	0.3082246	1.658905
2412	-29.85859	-53.7904	23.93181	0.000310299	0.00491945	0.0107511	0.0625676	0.020564	0.0663651	0.0432451	0.0503728	0.00507961	0.0968938	0.0362528	0.0672944	0.0615389	0.0767229	0.0187815	0.0114399	0.0425365	0.0878893	0.0222122	0.00491971	0.051652	0.028206	0.0274627	0.391624	0.633055	0.867068	1.15331	1.57964	2.55347	0.6778435	0.000345553	0.00547837	0.0119726	0.0696761	0.0229003	0.0739051	0.0481584	0.0560958	0.00565672	0.107902	0.0403716	0.0749399	0.0685305	0.0854397	0.0209153	0.0127397	0.0473692	0.0978747	0.0247359	0.00547865	0.0575203	0.0314105	0.0305828	0.711186	0.288814	0.711186	0.8979777
2448	-28.33043	-52.30777	23.97734	0.0863625	0.0890051	0.0449052	0.0030893	0.198568	0.049007	0.0527576	0.0154976	0.00229285	0.0502969	0.0390154	0.0331744	0.0175074	0.022286	0.106773	0.174963	0.00575832	0.0941404	0.0389876	0.00751944	0.0274383	0.0601766	0.0275891	0.695568	0.837739	0.946262	1.05679	1.19369	1.43767	0.2624934	0.0692501	0.0713691	0.0360074	0.00247717	0.159222	0.0392964	0.0423038	0.0124268	0.00183853	0.0403307	0.0312846	0.026601	0.0140384	0.0178701	0.0856165	0.140294	0.00461732	0.0754867	0.0312624	0.00602949	0.0220015	0.0482528	0.0221224	0.716676	0.283324	0.7166764	1.247111
2484	-33.58246	-57.23791	23.65545	0.0304547	0.0658762	0.0440235	0.0264919	0.0733325	0.0137931	0.0259179	0.00547979	0.0470028	0.0106313	0.0190351	0.100287	0.0240242	0.086582	0.0367966	0.0155624	0.0225014	0.0436331	0.0033283	0.0166841	0.00417966	0.0404134	0.0150759	0.232252	0.490656	0.800807	1.24874	2.03809	4.30566	1.055631	0.0394948	0.0854306	0.0570913	0.0343557	0.0951004	0.0178874	0.0336113	0.00710639	0.060955	0.013787	0.0246855	0.130056	0.0311554	0.112283	0.0477192	0.0201819	0.0291807	0.056585	0.00431626	0.0216366	0.00542033	0.0524096	0.0195509	0.680598	0.319402	0.6805979	0.771107
2520	-32.8411	-55.87152	23.03042	0.00953405	0.297862	0.0341655	0.0860384	0.0379528	0.0289153	0.0215756	0.0422999	0.00894519	0.0569293	0.029322	0.362655	0.0325787	0.0762026	0.170368	0.0734564	0.216799	0.013745	0.00510108	0.0176503	0.138351	0.0618746	0.0138014	0.560802	0.754213	0.915757	1.09199	1.32589	1.78316	0.4182136	0.00519249	0.162223	0.0186074	0.0468587	0.0206701	0.015748	0.0117506	0.0230376	0.00487178	0.0310051	0.0159695	0.197511	0.0177432	0.0415019	0.0927869	0.0400062	0.118075	0.00748585	0.00277818	0.0096128	0.0753497	0.0336985	0.00751659	0.646346	0.353654	0.6463462	1.836124
2556	-39.51275	-61.22561	21.71285	0.290919	0.0586312	0.123617	0.197482	0.0814667	0.0165529	0.0158197	0.00712934	0.00340046	0.0932066	0.0987809	0.0953078	0.110322	0.0350056	0.0904842	0.234708	0.138096	0.282251	0.0622203	0.0390668	0.0903877	0.0620451	0.18906	0.308418	0.563446	0.836124	1.196	1.77479	3.24235	0.8505449	0.120415	0.0242683	0.0511667	0.0817407	0.0337202	0.00685148	0.00654801	0.00295093	0.0014075	0.0385795	0.0408868	0.0394492	0.0456638	0.0144893	0.0374527	0.0971489	0.05716	0.116828	0.0257538	0.0161703	0.0374127	0.0256813	0.0782547	0.875848	0.124152	0.8758476	2.415961
2592	-25.76398	-47.88105	22.11707	0.131546	0.0677355	0.0276337	0.0614668	0.338275	0.0267386	0.0261452	0.0255718	0.0210981	0.272993	0.0182142	0.379906	0.12572	0.0471786	0.0581393	0.0242431	0.0284408	0.209234	0.14843	0.0588151	0.269552	0.186425	0.0409508	0.800803	0.897324	0.966765	1.03438	1.11442	1.24875	0.1606225	0.0507026	0.0261078	0.0106511	0.0236916	0.130384	0.0103061	0.0100773	0.00985633	0.00813201	0.105222	0.00702044	0.14643	0.0484573	0.0181844	0.0224091	0.00934419	0.0109622	0.0806468	0.0572104	0.0226696	0.103896	0.0718553	0.015784	0.97653	0.0234703	0.9765297	2.594452
2628	-32.16685	-53.64039	21.47354	0.386992	0.0422643	0.121902	0.186691	0.277789	0.0124084	0.0223306	0.0334596	0.00287862	0.240323	0.181377	0.149193	0.214461	0.00200917	0.0826594	0.273891	0.0224032	0.212789	0.000374098	0.104662	0.0524818	5.71152e-05	0.128728	0.468787	0.691089	0.891123	1.12218	1.44699	2.13316	0.5478013	0.140616	0.015357	0.0442939	0.0678352	0.100936	0.00450865	0.00811394	0.0121577	0.00104596	0.0873228	0.0659043	0.0542101	0.0779257	0.000730044	0.0300348	0.0995199	0.00814033	0.0773179	0.000135931	0.0380296	0.0190696	2.07531e-05	0.0467742	0.776996	0.223004	0.7769958	2.752126
2664	-30.00731	-52.67957	22.67226	0.0235487	0.000875773	0.00845394	0.0226895	0.0171806	0.00769013	0.00384845	0.0135197	0.0013316	0.132887	0.0164711	0.0402712	0.0176373	0.0157576	0.0225878	0.00479674	0.0402144	0.0221522	0.0108097	0.0109534	0.00762484	0.00477764	0.00726696	0.0516129	0.235618	0.637002	1.56985	4.24415	19.375	2.143165	0.0519442	0.0019318	0.0186479	0.0500489	0.0378973	0.016963	0.00848899	0.0298219	0.00293726	0.293124	0.0363323	0.0888312	0.0389048	0.0347584	0.0498247	0.0105808	0.0887058	0.0488637	0.0238443	0.0241612	0.016819	0.0105386	0.0160296	0.799188	0.200812	0.799188	0.4533459
