Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
1332	-29.56657	-53.62292	24.05635	0.158827	0.00702542	0.0169744	0.0259416	0.100625	0.131483	0.0504714	0.0156446	0.0270145	0.0349588	0.0307073	0.0111805	0.039192	0.0230327	0.0229486	0.0640043	0.146505	0.0412431	0.0755415	0.0228374	0.00760914	0.0160538	0.00695384	0.593454	0.775319	0.923677	1.08263	1.28979	1.68505	0.377294	0.147503	0.00652451	0.0157641	0.0240919	0.09345	0.122108	0.0468728	0.0145291	0.0250884	0.0324662	0.0285178	0.0103833	0.0363976	0.0213904	0.0213124	0.0594408	0.136059	0.0383024	0.0701554	0.0212091	0.00706661	0.0149091	0.00645803	0.429269	0.570731	0.4292685	1.076774
1368	-28.48106	-51.74013	23.25907	0.140012	0.000964173	0.0240714	0.0274156	0.184303	0.0175483	0.0581327	0.00917287	0.149454	0.111628	0.0593917	0.0564547	0.064418	0.0297369	0.0181789	0.0912538	0.0324246	0.13668	0.0299813	0.00941178	0.0252077	0.136899	0.000747211	0.343221	0.593606	0.849837	1.1767	1.68462	2.91357	0.7732358	0.0990543	0.000682122	0.0170298	0.0193957	0.130389	0.0124149	0.0411271	0.00648952	0.105734	0.0789736	0.0420178	0.03994	0.0455737	0.0210379	0.012861	0.0645593	0.0229394	0.0966968	0.0212109	0.00665854	0.0178337	0.0968521	0.000528629	0.534938	0.465062	0.5349384	1.413489
1404	-33.95297	-56.39057	22.43761	0.180734	0.250118	0.0316482	0.00539308	0.0929788	0.0343822	0.00868609	0.0934233	0.0552289	0.212538	0.071737	0.0660131	0.136829	0.30498	0.275978	0.0587001	0.299548	0.0504367	0.00506449	0.00993227	0.0934426	0.1195	0.022079	0.966175	0.983358	0.994778	1.00525	1.01692	1.03501	0.02488138	0.0728952	0.10088	0.0127646	0.00217518	0.037501	0.0138673	0.00350335	0.0376803	0.0222754	0.0857226	0.0289336	0.026625	0.0551869	0.123007	0.11131	0.0236754	0.120816	0.0203425	0.00204265	0.00400597	0.037688	0.0481977	0.00890507	0.45008	0.54992	0.4500796	2.479369
1440	-34.49034	-57.05111	22.56076	0.0384611	0.0528665	0.00636847	0.0146473	0.0829752	0.0352751	0.00458942	0.0369313	0.0310197	0.0675284	0.0443117	0.0246292	0.132723	0.14991	0.171109	0.0800196	0.389983	0.121036	0.117842	0.0337655	0.132025	0.174222	0.0213286	0.379759	0.623627	0.863019	1.15872	1.60352	2.63325	0.7000888	0.0195874	0.0269237	0.00324332	0.00745956	0.0422574	0.0179648	0.00233729	0.0188083	0.0157976	0.0343907	0.0225669	0.0125431	0.067593	0.0763456	0.0871418	0.0407521	0.198609	0.0616407	0.0600143	0.017196	0.0672373	0.0887275	0.0108622	0.236916	0.763084	0.2369159	1.963567
1476	-31.21962	-55.06364	23.84402	0.0222609	0.0224407	0.00510034	0.0210864	0.0253124	0.0684001	0.0560783	0.0120238	0.0489717	0.0122425	0.135206	0.115513	0.107138	0.00285725	0.124931	0.000788841	0.0885971	0.130571	0.0124399	0.184909	0.0287815	0.0700188	0.0692278	0.707215	0.844551	0.948656	1.05412	1.18406	1.414	0.2504856	0.0163096	0.0164413	0.0037368	0.0154491	0.0185453	0.0501138	0.0410862	0.00880933	0.0358794	0.00896953	0.0990595	0.0846313	0.0784957	0.00209338	0.0915316	0.000577949	0.0649112	0.0956635	0.00911417	0.135475	0.0210869	0.0512997	0.0507202	0.88207	0.11793	0.8820698	1.364896
1512	-27.04149	-50.12484	23.08335	0.221504	0.0490319	0.0220752	0.215906	0.0307853	0.00903914	0.0126246	0.109178	0.0670248	0.0990911	0.0516006	0.00353206	0.253064	0.00494486	0.127883	0.00178644	0.092894	0.0249354	0.0293992	0.281568	0.162139	0.137485	0.011894	0.878216	0.93863	0.980435	1.01996	1.06538	1.13867	0.09389966	0.109689	0.0242806	0.0109317	0.106917	0.0152449	0.00447619	0.0062517	0.054065	0.0331907	0.04907	0.0255526	0.00174908	0.125317	0.0024487	0.0633276	0.000884647	0.0460011	0.012348	0.0145585	0.139433	0.0802913	0.0680824	0.0058899	0.93224	0.0677602	0.9322398	2.019384
1548	-30.67573	-53.81195	23.13622	0.0692693	0.0648602	0.0195428	0.0642072	0.123947	0.0463308	0.0247723	0.0843218	0.0464685	0.095661	0.00812254	0.0334309	0.0644334	0.00147716	0.0535607	0.0175899	0.249217	0.17355	0.100421	0.0468555	0.12617	0.0789646	0.122782	0.511277	0.72096	0.902965	1.10746	1.38704	1.95589	0.4850663	0.0403678	0.0377983	0.0113889	0.0374178	0.0722318	0.027	0.0144365	0.0491399	0.0270802	0.055748	0.00473354	0.0194824	0.0375496	0.000860841	0.0312133	0.0102508	0.145235	0.101139	0.0585217	0.0273058	0.0735274	0.0460179	0.0715533	0.555712	0.444288	0.5557123	1.715955
1584	-29.49629	-53.00046	23.50417	0.0899678	0.00564988	0.00898169	0.0201509	0.051676	0.0288559	0.0467873	0.0143079	0.0176129	0.0644105	0.0714098	0.105479	0.0229467	0.000447586	0.0516677	0.0316958	0.0144369	0.0119073	0.00243826	0.0291944	0.0338003	0.00397908	0.0431384	0.188377	0.443026	0.775698	1.28916	2.2572	5.3085	1.207025	0.116699	0.00732854	0.0116503	0.026138	0.0670296	0.0374293	0.0606885	0.018559	0.022846	0.0835477	0.0926266	0.136819	0.0297645	0.000580571	0.0670189	0.0411131	0.0187263	0.0154451	0.00316271	0.0378685	0.0438428	0.00516132	0.0559554	0.861012	0.138988	0.8610117	0.7709423
1620	-35.88379	-59.02631	23.14252	0.036345	0.0311182	0.00293292	0.0211206	0.171505	0.0536992	0.0233826	0.00383258	0.105081	0.0608163	0.0334845	0.0395825	0.0355207	0.0172891	0.016189	0.100385	0.0576115	0.0123738	0.0469163	0.0615282	0.0511961	0.0729058	0.0291877	0.169505	0.420795	0.763338	1.31004	2.37645	5.89953	1.283355	0.0335285	0.0287067	0.00270564	0.0194839	0.158214	0.0495379	0.0215706	0.00353558	0.0969379	0.0561034	0.0308896	0.0365151	0.0327681	0.0159493	0.0149344	0.0926056	0.053147	0.0114149	0.0432806	0.0567602	0.0472287	0.0672561	0.0269259	0.585297	0.414703	0.5852968	1.084003
1656	-29.01849	-51.81563	22.79715	0.12836	0.0049701	0.00347976	0.0267386	0.352597	0.00103699	0.219389	0.051757	0.00312521	0.165391	0.0306481	0.123584	0.135853	0.133579	0.0407443	0.162823	0.15914	0.0391453	0.0293568	0.0608712	0.0254804	0.0413723	0.0932011	0.607713	0.784349	0.927019	1.07873	1.27494	1.64551	0.3601265	0.0631491	0.00244514	0.00171194	0.0131546	0.173467	0.000510168	0.107933	0.0254629	0.00153751	0.0813676	0.0150779	0.0607997	0.0668354	0.065717	0.020045	0.0801042	0.0782919	0.0192583	0.0144427	0.0299468	0.0125356	0.0203539	0.0458522	0.646054	0.353946	0.646054	2.032643
1692	-32.56567	-55.46614	22.90048	0.21862	0.00950316	0.00827458	0.00438764	0.0438739	0.0645798	0.149158	0.0724674	0.00762257	0.0229376	0.0379331	0.0618276	0.142942	0.0778945	0.109325	0.0421494	0.133748	0.0096103	0.166085	0.0251924	0.0594895	0.219719	0.133555	0.454435	0.680688	0.886917	1.1275	1.4691	2.20053	0.5702839	0.120062	0.00521895	0.00454424	0.00240961	0.0240947	0.035466	0.0819148	0.0397977	0.00418617	0.0125969	0.0208321	0.0339545	0.0785007	0.0427782	0.060039	0.0231476	0.0734521	0.00527779	0.0912106	0.0138352	0.0326705	0.120665	0.0733456	0.92163	0.0783701	0.9216299	1.820894
1728	-33.39437	-56.95403	23.55966	0.0694275	0.0174638	0.0393733	0.0511873	0.163955	0.0947072	0.00622913	0.014477	0.0663682	0.0451927	0.177628	0.107273	0.0121925	0.0505416	0.00170146	0.0995555	0.00166576	0.025782	0.135112	0.00124724	0.0189282	0.0883979	0.0034979	0.420812	0.655642	0.876604	1.14077	1.52522	2.37636	0.6258653	0.0537404	0.0135179	0.0304769	0.0396216	0.12691	0.0733082	0.00482166	0.011206	0.0513724	0.0349815	0.137493	0.0830346	0.00943759	0.0391218	0.00131701	0.077061	0.00128938	0.0199566	0.104584	0.000965426	0.0146514	0.0684245	0.00270755	0.828769	0.171231	0.8287693	1.291905
1764	-30.51097	-53.15164	22.64067	0.0531026	0.0139601	0.0160431	0.211067	0.137997	0.205516	0.0137008	0.0162406	0.105745	0.0419364	0.348767	0.155367	0.0520069	0.100277	0.0316832	0.142529	0.0173543	0.0392172	0.194071	0.0991044	0.000948962	0.0961686	0.134948	0.73967	0.863236	0.955154	1.04695	1.15843	1.35195	0.2180422	0.0238368	0.00626647	0.00720149	0.0947442	0.0619445	0.0922528	0.00615004	0.00729012	0.0474673	0.0188246	0.156555	0.0697416	0.023345	0.0450127	0.014222	0.0639789	0.00779004	0.0176039	0.0871153	0.0444863	0.000425973	0.0431684	0.0605761	0.392862	0.607138	0.3928618	2.227752
1800	-29.42007	-52.94558	23.52551	0.0178711	0.0109564	0.0111512	0.022335	0.05437	0.0123712	0.0050523	0.0254779	0.0553438	0.0345926	0.0341067	0.106683	0.0695584	0.126957	0.0342367	0.0163694	0.0063047	0.123774	0.162343	0.00259358	0.00119677	0.0218566	0.0203144	0.246836	0.505448	0.808262	1.23722	1.97844	4.05127	1.011596	0.018314	0.0112279	0.0114275	0.0228885	0.0557175	0.0126778	0.00517751	0.0261093	0.0567154	0.0354499	0.0349519	0.109327	0.0712822	0.130103	0.0350852	0.0167751	0.00646095	0.126842	0.166366	0.00265786	0.00122642	0.0223983	0.0208178	0.601715	0.398285	0.6017151	0.9758166
1836	-33.65377	-55.28919	21.63542	0.00259227	0.0621787	0.0524126	0.0135371	0.0199446	0.190628	0.119481	0.0206055	0.0760657	0.351264	0.162905	0.312097	0.33959	0.0756502	0.0931147	0.107721	0.0961706	0.179831	0.134484	0.00124317	0.00275423	0.351872	0.0448153	0.670148	0.822665	0.940917	1.06279	1.21556	1.49221	0.2894131	0.000922201	0.0221201	0.0186458	0.00481584	0.00709529	0.0678159	0.0425054	0.00733041	0.0270604	0.124962	0.0579536	0.111029	0.120809	0.0269126	0.0331256	0.0383218	0.0342128	0.063975	0.0478428	0.00044226	0.000979818	0.125179	0.0159431	0.305401	0.694599	0.3054008	2.810957
1872	-28.3349	-51.2569	22.922	0.0282292	0.0649665	0.061581	0.0667677	0.0986726	0.00962977	0.0147293	0.000695837	0.0291425	0.039817	0.0318771	0.0818827	0.0627626	0.146613	0.197871	0.130307	0.0168881	0.0653087	0.0722018	0.0146489	0.1087	0.0844157	0.268511	0.365791	0.612333	0.858112	1.16535	1.6331	2.7338	0.7271849	0.0166424	0.0383008	0.0363049	0.0393627	0.0581721	0.0056772	0.0086836	0.000410228	0.0171808	0.023474	0.018793	0.0482737	0.0370015	0.0864351	0.116654	0.0768223	0.00995634	0.0385025	0.0425663	0.00863621	0.0640836	0.049767	0.1583	0.847906	0.152094	0.8479064	1.696219
1908	-36.31926	-58.92227	22.60301	0.162226	0.0723606	0.0747619	0.0293313	0.0282405	0.0464837	0.00580839	0.011433	0.037866	0.0944151	0.0632382	0.0572478	0.0532274	0.0881575	0.173042	0.0774701	0.0386727	0.174233	0.0398093	0.00062935	0.0054276	0.0695591	0.0559479	0.150531	0.397124	0.749674	1.33391	2.5181	6.64313	1.369191	0.111145	0.049576	0.0512212	0.0200956	0.0193483	0.0318472	0.00397947	0.00783303	0.0259429	0.0646861	0.043326	0.0392219	0.0364674	0.0603989	0.118555	0.0530767	0.0264956	0.119371	0.0272743	0.000431183	0.00371858	0.0476567	0.0383313	0.818528	0.181472	0.8185285	1.459589
1944	-31.11389	-53.25326	22.13937	0.144737	0.0807673	0.0454019	0.22324	0.117072	0.0199773	0.0489254	0.00914785	0.0332725	0.270039	0.0227597	0.102186	0.0642652	0.0759196	0.21734	0.00723468	0.0799747	0.055493	0.0643106	0.131975	0.0392135	0.0209107	0.139954	0.235432	0.493921	0.802466	1.24616	2.02462	4.2475	1.045797	0.0718613	0.0401006	0.0225418	0.110838	0.0581255	0.00991863	0.0242913	0.00454187	0.0165197	0.134073	0.0113001	0.0507351	0.0319074	0.0376938	0.107908	0.00359199	0.0397071	0.0275521	0.0319299	0.0655251	0.0194693	0.0103821	0.0694865	0.839197	0.160803	0.8391966	2.014116
1980	-39.62544	-63.35517	23.72972	0.00690286	0.0282549	0.0168861	0.0062838	0.128912	0.188139	0.179412	0.349073	0.0333049	0.0746196	0.0171662	0.0444162	0.0557362	0.00891358	0.00287874	0.0358127	0.108457	0.018099	0.039678	0.0687794	0.0174193	0.126826	0.0818073	0.99823	0.999136	0.99973	1.00027	1.00086	1.00177	0.001281202	0.00421477	0.017252	0.0103104	0.00383678	0.0787114	0.114875	0.109546	0.213138	0.0203354	0.0455615	0.0104814	0.0271198	0.0340316	0.00544248	0.00175771	0.0218666	0.0662221	0.011051	0.0242267	0.0419956	0.010636	0.0774378	0.0499502	0.229296	0.770704	0.2292958	1.637779
2016	-47.3901	-70.63816	23.24806	0.00530757	0.010001	0.0128065	0.0188279	0.0424273	0.000194548	0.00316876	0.0241895	0.0340707	0.0144733	0.0226952	0.0346659	0.059581	0.0141364	0.0101579	0.00295552	0.00107408	0.011361	0.064812	0.00978109	0.0425257	0.000557641	0.0085297	0.114619	0.347694	0.71922	1.39039	2.87609	8.72454	1.566268	0.0118393	0.0223088	0.0285668	0.0419984	0.0946403	0.000433969	0.00706839	0.0539583	0.0759997	0.0322848	0.0506251	0.0773274	0.132904	0.0315333	0.0226588	0.00659272	0.00239589	0.0253424	0.144573	0.0218182	0.0948598	0.0012439	0.0190268	0.284247	0.715753	0.2842472	0.4483002
2052	-34.58445	-57.58614	23.00169	0.136043	0.0107511	0.00920244	0.101383	0.0394657	0.00691681	0.0311357	0.00231585	0.297247	0.0592315	0.0340347	0.0120664	0.089748	0.121806	0.020052	0.0545286	0.0420069	0.0624632	0.062732	0.0285275	0.177455	0.0443314	0.0748213	0.291004	0.5477	0.828762	1.20662	1.82582	3.43638	0.8925687	0.0896045	0.00708115	0.00606115	0.0667757	0.025994	0.00455573	0.0205074	0.00152533	0.19578	0.0390126	0.0224168	0.00794747	0.0591122	0.0802268	0.0132072	0.0359151	0.0276677	0.0411412	0.0413182	0.0187896	0.11688	0.0291987	0.0492808	0.837153	0.162847	0.837153	1.518265
2088	-32.62018	-55.34062	22.72044	0.207215	0.00736649	0.0077126	0.0505707	0.0497375	0.0491365	0.065272	0.0448461	0.0659053	0.16441	0.212559	0.0234788	0.100951	0.105274	0.0997757	0.138526	0.0475452	0.17242	0.150446	0.0740989	0.0833196	0.132984	0.11143	0.722293	0.853285	0.951706	1.05074	1.17194	1.38448	0.2352316	0.0957122	0.00340257	0.00356244	0.0233585	0.0229737	0.0226961	0.030149	0.0207143	0.0304415	0.0759406	0.0981806	0.0108448	0.0466291	0.048626	0.0460862	0.0639848	0.021961	0.0796403	0.0694905	0.0342261	0.0384852	0.061425	0.0514694	0.698486	0.301514	0.698486	2.16498
2124	-38.19856	-61.86435	23.6658	0.0458645	0.0242834	0.00191271	0.148086	0.0635914	0.139332	0.0131804	0.134786	0.00626243	0.0186962	0.193237	0.117772	0.035417	0.0683485	0.00692395	0.0204655	0.291755	0.0732057	0.0524769	0.0246232	0.0764456	0.0345461	0.0201044	0.868619	0.933613	0.978797	1.02166	1.07111	1.15125	0.1018446	0.028464	0.0150705	0.00118705	0.0919037	0.0394655	0.0864709	0.00817991	0.0836495	0.00388653	0.011603	0.119925	0.0730907	0.0219802	0.0424178	0.00429707	0.0127011	0.181066	0.0454322	0.0325677	0.0152814	0.047443	0.0214396	0.012477	0.513413	0.486587	0.5134135	1.611317
2160	-29.88813	-53.26925	23.38112	0.111542	0.0302973	0.0109915	0.0132181	0.0428014	0.11659	0.0591313	0.062399	0.000756219	0.112065	0.0881476	0.146967	0.115171	0.111415	0.0103271	0.00885717	0.129311	0.104931	0.133391	0.00801598	0.0341216	0.100604	0.0610951	0.586863	0.771107	0.922108	1.08447	1.29684	1.70398	0.3853698	0.0691882	0.0187931	0.00681789	0.00819908	0.0265493	0.07232	0.0366786	0.0387055	0.000469075	0.0695128	0.0546771	0.0911624	0.0714397	0.0691095	0.00640582	0.00549402	0.0802107	0.0650879	0.0827412	0.00497224	0.0211653	0.0624038	0.0378967	0.711509	0.288491	0.7115095	1.612148
2196	-36.91006	-60.31218	23.40212	0.115228	0.0898516	0.0193725	0.0516	0.180839	0.00252483	0.123952	0.0842844	0.0260664	0.190818	0.0970105	0.0927965	0.0535691	0.0302226	0.0495422	0.015846	0.104148	0.154395	0.0130285	0.0355417	0.0854704	0.00534568	0.152839	0.828636	0.912401	0.971804	1.02901	1.09601	1.2068	0.1359183	0.0649433	0.0506408	0.0109184	0.029082	0.101922	0.00142301	0.0698598	0.0475031	0.0146912	0.107546	0.0546756	0.0523006	0.0301918	0.0170336	0.0279222	0.00893091	0.0586982	0.0870177	0.00734293	0.0200315	0.0481716	0.00301285	0.086141	0.96387	0.0361304	0.9638696	1.774292
2232	-33.89772	-57.8763	23.97858	0.0179407	0.00298061	0.000836014	0.0416912	0.0394949	0.0390726	0.0127658	0.00845639	0.000845812	0.013776	0.00902052	0.0350445	0.0227388	0.0203655	0.0143204	0.0127211	0.00794848	0.0268328	0.00895933	0.00482601	0.0151535	0.0198773	0.00730244	0.3267	0.579495	0.843482	1.18556	1.72564	3.06091	0.8089061	0.0468462	0.00778287	0.00218297	0.108863	0.103128	0.102025	0.0333335	0.022081	0.00220856	0.0359714	0.0235541	0.0915071	0.0593747	0.0531778	0.0373929	0.0332169	0.0207548	0.070065	0.0233943	0.0126015	0.0395682	0.0519028	0.0190679	0.226942	0.773058	0.2269417	0.3829707
2268	-31.83771	-53.72948	21.89177	0.117025	0.110509	0.0891997	0.076763	0.0888607	0.0026939	0.0220625	0.0524368	0.00457084	0.0778656	0.0382707	0.137303	0.343019	0.126604	0.0943914	0.0576553	0.288665	0.092507	0.283289	0.125851	0.0153634	0.25274	0.0347277	0.510717	0.720574	0.902814	1.10765	1.38778	1.95803	0.4858584	0.0462117	0.0436384	0.0352238	0.0303127	0.0350899	0.00106379	0.00871218	0.0207066	0.00180496	0.0307481	0.0151126	0.0542191	0.135453	0.0499941	0.0372739	0.0227673	0.11399	0.0365297	0.111867	0.049697	0.00606679	0.0998038	0.0137135	0.699219	0.300781	0.6992187	2.532374
2304	-27.26477	-49.92545	22.66068	0.0479968	0.0612984	0.0307331	0.0690252	0.0491285	0.0144413	0.052161	0.0224512	0.0364835	0.0809909	0.257643	0.298214	0.269641	0.0384516	0.0993548	0.15778	0.113509	0.0778382	0.0409077	0.0847399	0.0229064	0.122709	0.00530983	0.525836	0.7309	0.906831	1.10274	1.36818	1.90173	0.4647642	0.0233707	0.0298476	0.0149646	0.0336099	0.0239218	0.0070318	0.0253984	0.010932	0.0177647	0.0394363	0.125452	0.145207	0.131294	0.0187229	0.0483781	0.0768266	0.0552699	0.0379012	0.0199189	0.0412618	0.0111537	0.05975	0.00258548	0.731746	0.268254	0.7317456	2.053714
2340	-36.12402	-60.06765	23.94363	0.104563	0.0196692	0.0190428	0.152806	0.106031	0.0387807	0.0217295	0.0564678	0.0247403	0.0409802	0.0235806	0.117686	0.0639135	0.00037925	0.0405983	0.054893	0.0268052	0.00215329	0.0168254	0.117991	0.0631871	0.0264303	0.0717209	0.625673	0.795569	0.931137	1.07396	1.25696	1.59828	0.3390673	0.0863463	0.0162424	0.0157252	0.126185	0.0875581	0.0320244	0.0179438	0.0466301	0.0204301	0.0338407	0.0194724	0.0971827	0.0527786	0.000313178	0.0335254	0.0453296	0.0221352	0.00177815	0.0138941	0.0974346	0.0521788	0.0218257	0.0592258	0.585398	0.414602	0.5853985	1.210973
2376	-35.10132	-58.32489	23.22357	0.0190835	0.00307295	0.0265548	0.00516376	0.0115605	0.0116675	0.0386216	0.0732333	0.00169826	0.0906363	0.00880316	0.051879	0.0460734	0.0147122	0.0192734	0.000709272	0.0589239	0.00944594	0.0183473	0.0634235	0.01099	0.00590401	0.0167915	0.112996	0.345284	0.717661	1.39341	2.89617	8.84986	1.576581	0.0314614	0.00506612	0.0437787	0.00851306	0.0190589	0.0192352	0.0636723	0.120734	0.00279978	0.149424	0.014513	0.0855286	0.0759574	0.0242547	0.0317745	0.00116932	0.0971429	0.0155727	0.0302477	0.104561	0.0181183	0.00973345	0.0276827	0.931401	0.0685991	0.9314009	0.606569
2412	-37.02709	-60.4746	23.44751	0.0158491	0.00902165	0.0226869	0.00778237	0.0273859	0.00762965	0.0411456	0.0161658	0.0253279	0.00684738	0.05023	0.0441211	0.0114146	0.00383249	0.00226558	0.00059763	0.00775444	0.0260443	0.0422525	0.0051645	0.0241763	0.0163575	0.00818956	0.152657	0.39985	0.751276	1.33107	2.50094	6.55061	1.35905	0.0375355	0.021366	0.0537295	0.018431	0.0648581	0.0180693	0.0974454	0.0382855	0.0599841	0.0162167	0.11896	0.104492	0.0270334	0.0090765	0.00536558	0.00141537	0.0183649	0.061681	0.100067	0.0122311	0.0572568	0.0387397	0.0193954	0.747954	0.252046	0.7479541	0.4222428
2448	-35.45636	-56.08214	20.62578	0.0026468	0.000587334	0.0024809	0.000140782	0.000807312	0.000369934	0.00697865	0.00548125	0.00755145	0.00028296	0.00990954	0.00280322	0.00406333	0.00148597	0.00205287	0.00608836	0.00198447	7.59957e-05	0.000798542	0.0093618	0.00589386	0.0013654	0.000710876	0.0130956	0.120703	0.517026	1.93414	8.28481	76.3615	3.134849	0.0358054	0.00794536	0.0335612	0.00190448	0.0109212	0.0050044	0.0944061	0.0741495	0.102155	0.00382784	0.134055	0.0379215	0.0549681	0.020102	0.0277709	0.0823623	0.0268456	0.00102806	0.0108025	0.126645	0.0797313	0.018471	0.00961662	0.749127	0.250873	0.7491275	0.07392161
2484	-33.61728	-56.12038	22.5031	0.0478876	0.0036916	0.00412208	0.0259001	0.00719608	0.127328	0.000338103	0.114865	0.00314425	0.0412183	0.0675541	0.196225	0.0910575	0.155335	0.0356774	0.0678036	0.0292222	0.00832489	0.0089397	0.0314619	0.0489656	0.0146833	0.0377415	0.0797393	0.291302	0.680589	1.46932	3.43287	12.5409	1.828636	0.0409757	0.00315877	0.00352711	0.0221618	0.00615742	0.10895	0.000289302	0.0982859	0.00269042	0.035269	0.0578036	0.167903	0.0779146	0.132915	0.0305279	0.058017	0.0250044	0.0071233	0.00764938	0.0269208	0.0418981	0.012564	0.032294	0.933576	0.0664238	0.9335762	1.168684
2520	-40.2328	-62.56974	22.33694	0.0078693	0.00998007	0.0507243	0.0228904	0.0508063	0.0191573	0.114723	0.0221872	0.0755075	0.150779	0.143048	0.102813	0.0655227	0.0488809	0.0680689	0.00911126	0.0534716	0.0478533	0.0119803	0.0881896	0.0952366	0.00839319	0.0235676	0.077419	0.287136	0.677538	1.47593	3.48267	12.9167	1.849989	0.00609663	0.00773192	0.039298	0.017734	0.0393615	0.0148419	0.0888801	0.0171892	0.0584984	0.116814	0.110825	0.0796531	0.0507628	0.0378698	0.0527354	0.00705882	0.0414264	0.0370737	0.0092816	0.0683237	0.0737832	0.00650251	0.0182587	0.769081	0.230919	0.7690813	1.290762
2556	-27.04778	-51.30471	24.25693	0.0888175	0.0252424	0.0574173	0.0307907	0.153896	0.0676207	0.0591808	0.014285	0.0306312	0.060441	0.0631555	0.141155	0.0269122	0.0220223	0.0547625	0.0267684	0.0479939	0.0520194	0.0654453	0.0526595	0.0284955	0.0119198	0.0474743	0.993978	0.997059	0.999081	1.00092	1.00295	1.00606	0.004367489	0.0722618	0.0205372	0.0467147	0.0250513	0.12521	0.0550162	0.0481494	0.0116223	0.0249215	0.0491747	0.0513832	0.114844	0.0218957	0.0179173	0.0445547	0.0217788	0.0390478	0.0423229	0.0532462	0.0428437	0.0231839	0.00969797	0.0386251	0.979493	0.0205065	0.9794935	1.229107
2592	-30.44196	-53.56007	23.11811	0.0203688	0.118048	0.022443	0.0725038	0.0794709	0.0351849	0.0379964	0.000473849	0.0473582	0.0948189	0.172869	0.116712	0.175917	0.0444687	0.156597	0.336321	0.085732	0.0107086	0.017362	0.0908916	0.0674688	0.0783359	0.0368496	0.748914	0.868481	0.956961	1.04497	1.15144	1.33527	0.2090617	0.0106148	0.0615185	0.0116958	0.0377841	0.0414149	0.018336	0.0198012	0.000246938	0.0246799	0.0494132	0.0900874	0.0608226	0.0916759	0.0231741	0.0816075	0.175268	0.0446777	0.00558061	0.00904789	0.0473666	0.0351602	0.0408233	0.0192035	0.770639	0.229361	0.7706394	1.918899
2628	-34.4024	-57.89761	23.49521	0.0296568	0.0268725	0.00893552	0.0914332	0.0371737	0.0410065	0.0772898	0.0344575	0.0372165	0.0254343	0.0826729	0.0721389	0.023058	0.0401548	0.0407187	0.024209	0.00800921	0.00388539	0.000978092	0.0806913	0.0423717	0.0198826	0.0652899	0.218277	0.476028	0.793281	1.26059	2.10072	4.58133	1.100504	0.0324638	0.0294159	0.00978124	0.100087	0.040692	0.0448876	0.0846051	0.0377188	0.0407389	0.0278416	0.0904976	0.0789666	0.0252403	0.0439553	0.0445726	0.0265003	0.00876725	0.00425313	0.00107067	0.0883285	0.046382	0.0217644	0.0714694	0.596443	0.403557	0.5964432	0.9135369
2664	-26.99122	-50.8111	23.81988	0.0861537	0.0473796	0.0351842	0.0289941	0.10388	0.209838	0.01582	0.00282697	0.0180295	0.0844306	0.12966	0.246765	0.119577	0.143071	0.0769473	0.0414118	0.01673	0.0131843	0.00458078	0.0295948	0.00218158	0.0581081	0.0407617	0.966461	0.9835	0.994823	1.0052	1.01678	1.0347	0.0246671	0.0554004	0.0304671	0.0226249	0.0186444	0.0667992	0.134935	0.0101729	0.00181786	0.0115937	0.0542924	0.0833767	0.15868	0.076893	0.0920003	0.0494803	0.0266295	0.0107581	0.00847806	0.00294563	0.0190307	0.00140285	0.0373659	0.0262115	0.956182	0.0438181	0.9561819	1.55511
2700	-33.43657	-56.51875	23.08218	0.0737444	0.0335157	0.00144618	0.0621989	0.0749818	0.0417675	0.0439293	0.00802157	0.0488732	0.0407888	0.136903	0.0298312	0.0253739	0.145498	0.0683543	0.0359819	0.0110803	0.00711088	0.065762	0.00708013	0.0151566	0.024447	0.0291027	0.144328	0.389056	0.744889	1.34248	2.57032	6.92868	1.399623	0.0715305	0.0325095	0.00140277	0.0603316	0.0727308	0.0405136	0.0426106	0.00778076	0.047406	0.0395643	0.132793	0.0289356	0.0246122	0.141131	0.0663023	0.0349017	0.0107477	0.0068974	0.0637878	0.00686758	0.0147016	0.0237131	0.028229	0.751247	0.248753	0.7512471	1.03095
